Term,TermCount,DocCount,TFIDF
Electroencephalography,20,15,1.3333333333333333
burst suppression,9,4,2.25
indocyanine green angiography,6,4,1.5
myocutaneous flap,32,18,1.7777777777777777
Indocyanine green angiography,2,1,2.0
Endotracheal intubation,17,14,1.2142857142857142
endotracheal tube position,5,5,1.0
behavioral history,1,1,1.0
Multifactorial encephalopathy,6,5,1.2
DT protocol,1,1,1.0
difficult-,3,3,1.0
symmetrice,1,1,1.0
RADIOGRAPHIC IMAGING,11,8,1.375
Superior mediastinum,1,1,1.0
Duplex Doppler,22,20,1.1
Cooling blanket,2,2,1.0
Physical performance testing,16,16,1.0
Pickwickian Syndrome,1,1,1.0
Peak Inspiratory Pressure,16,15,1.0666666666666667
Nail Bed,10,9,1.1111111111111112
|Bicarbonate,53,44,1.2045454545454546
pelvic phlebolith,9,9,1.0
Degenerative spine disease,15,13,1.1538461538461537
parasternal region,13,13,1.0
gallbladder stones,29,27,1.0740740740740742
care delivery,4,4,1.0
Flu vaccination,16,11,1.4545454545454546
Weil,12,10,1.2
History of sexual dysfunction,3,1,3.0
ACCIDENT/,23,10,2.3
-Confusion,28,27,1.037037037037037
financial abuse,4,4,1.0
Intolerance to milk,1,1,1.0
potassium depletion,1,1,1.0
opposition of thumb,20,16,1.25
Prophylactics,11,7,1.5714285714285714
hip extension bilaterally,11,10,1.1
-pelvic tilts,4,2,2.0
LUMBAR RADICULITIS,13,13,1.0
intraocular inflammation,10,7,1.4285714285714286
angle closure,34,23,1.4782608695652173
ALPHAGAN P,30,22,1.3636363636363635
steroid epidural injection,6,5,1.2
angle recession,2,1,2.0
BICIPITAL,1,1,1.0
conjugated vaccine,1,1,1.0
icon,16,15,1.0666666666666667
antimalaria,2,2,1.0
viral test,11,11,1.0
inactivated poliovirus vaccine,5,5,1.0
swelling testicles,1,1,1.0
Short pedicles,2,2,1.0
arthritis sacroiliac,8,8,1.0
Decreased reflexes,9,9,1.0
X-ray right shoulder,16,13,1.2307692307692308
MRI shoulder,19,17,1.1176470588235294
lower extremitiesNo,2,2,1.0
sufficient lighting,12,12,1.0
Uterus,20,14,1.4285714285714286
Howell-Jolly bodies present,2,2,1.0
giant platelets,7,5,1.4
Hypogranular platelets,1,1,1.0
Serum haptoglobin,2,2,1.0
"Anemia, normochromic",11,4,2.75
non-necrotizing granulomata,8,3,2.6666666666666665
tetanus toxoids,8,7,1.1428571428571428
JAUNDICE,4,3,1.3333333333333333
hepatitis panels,3,3,1.0
hepatitis tests,1,1,1.0
Acute cholestatic hepatitis,3,2,1.5
hepatic artery stenosis,21,7,3.0
"Nursing, Family",7,5,1.4
independentW,4,2,2.0
choledocholith,2,2,1.0
clear obstruction,29,25,1.16
serum bilirubin,11,9,1.2222222222222223
yellow scab,3,3,1.0
Transport according to individual needs,10,10,1.0
LDH increased,4,3,1.3333333333333333
ASXL1 gene,2,2,1.0
neoplasm of lung,14,9,1.5555555555555556
laryngeal spasms,11,6,1.8333333333333333
History of cardiovascular disease,22,18,1.2222222222222223
respirators,16,14,1.1428571428571428
Merkel cell carcinoma of skin,1,1,1.0
gustatory sweating,12,4,3.0
Frey's Syndrome,3,3,1.0
Teardrop cells,2,2,1.0
Coarse basophilic stippling,1,1,1.0
sideroblastic anemias,1,1,1.0
irregular nuclei,12,12,1.0
increased monocytes,16,11,1.4545454545454546
Maturation,6,5,1.2
chromosome studies,3,3,1.0
CD117,72,38,1.894736842105263
AZC,4,3,1.3333333333333333
merkel cell carcinoma,24,8,3.0
parotid gland excision,2,2,1.0
Barretts Esophagus,32,17,1.8823529411764706
Oral Care,27,15,1.8
diarrhea/,19,17,1.1176470588235294
AQUAPHOR,17,10,1.7
Nutrition status,16,11,1.4545454545454546
gravies,54,46,1.173913043478261
pN1a,32,13,2.4615384615384617
Malar,1,1,1.0
Tetanus toxoid,18,9,2.0
left pulmonary artery,31,23,1.3478260869565217
CMML,139,18,7.722222222222222
Performance Status 1,4,4,1.0
nasal vestibule bilaterally,3,2,1.5
Monoclonal IgG,34,21,1.619047619047619
CT scan neck,10,8,1.25
daughter or son,9,8,1.125
-transfusion,19,15,1.2666666666666666
Poor quality of life,3,2,1.5
Adenocarcinoma of right lung,7,4,1.75
Diaphragmatic hernia,25,18,1.3888888888888888
pressures/,2,2,1.0
facial muscle spasms,3,2,1.5
need for vaccination,6,5,1.2
vaccine allergy,7,5,1.4
lymphocyte count increased,2,1,2.0
Richter's transformation,22,10,2.2
pure red cell aplasia,11,3,3.6666666666666665
Erythromycin Base,29,11,2.6363636363636362
hospitalization 2,5,5,1.0
loperamide HCl,11,10,1.1
Trisomy 12,4,2,2.0
malignant lymphadenopathy,11,9,1.2222222222222223
trisomy 12,69,20,3.45
mastoid pain,8,6,1.3333333333333333
Respiratory Infections,20,18,1.1111111111111112
bleeding esophageal varices,29,13,2.230769230769231
Rectal surgery,32,27,1.1851851851851851
Active monitoring,2,2,1.0
fistula in ano,18,13,1.3846153846153846
Ultrasound of neck,18,15,1.2
heart exam,28,20,1.4
nasal vestibule,67,34,1.9705882352941178
Oral mucosa normal,18,16,1.125
"Valve Regurgitation, Tricuspid",1,1,1.0
Basal Cell Skin Carcinoma,1,1,1.0
Spine Osteoarthritis,1,1,1.0
size increased,10,8,1.25
Viral swabs,11,10,1.1
Obinutuzumab/Venetoclax,5,1,5.0
immunophenotyped,3,3,1.0
nonalcoholic fatty liver,8,7,1.1428571428571428
-diverticula,1,1,1.0
antibiotic skin,7,7,1.0
Streptococcus pharyngitis,2,1,2.0
Penicillin Allergy,10,10,1.0
clostridium difficile enterocolitis,1,1,1.0
azelastine-fluticasone nasal,3,2,1.5
atypical mycobacterial,19,15,1.2666666666666666
MUCOSAL RESECTION,11,7,1.5714285714285714
electroencephalography,11,5,2.2
psychiatric diagnostic evaluation,7,7,1.0
arimidex,6,5,1.2
perfectly clear,12,12,1.0
right scrotal mass,12,8,1.5
Hodgkins lymphoma,27,19,1.4210526315789473
umbilical pain,22,20,1.1
-depression,6,6,1.0
incarcerated umbilical hernia,49,24,2.0416666666666665
unnecessary surgery,4,4,1.0
abdominal herniation,3,3,1.0
Hypersensitive,14,11,1.2727272727272727
Bowel Management,51,38,1.3421052631578947
Abcess,5,5,1.0
precordial region,7,7,1.0
Bipolar type,16,3,5.333333333333333
breathing disorders,9,9,1.0
multiple sleep latency test,8,6,1.3333333333333333
cardiac rate,12,10,1.2
renal cell adenocarcinoma,5,3,1.6666666666666667
Renal adenocarcinoma,1,1,1.0
7th grade,14,13,1.0769230769230769
loss of friends,5,5,1.0
death and dying,22,13,1.6923076923076923
community psychiatric,3,3,1.0
psychiatric diagnostic interview,15,15,1.0
synucleinopathies,5,4,1.25
neuroprotective drug,1,1,1.0
Personal history of stroke,14,13,1.0769230769230769
patient counselling,32,32,1.0
VITAMIN B-2,8,5,1.6
digital stimulation,24,9,2.6666666666666665
pelvic physiotherapy,1,1,1.0
perineal muscles,9,7,1.2857142857142858
perineal muscle,2,2,1.0
or expressive language,3,2,1.5
auditory memory,15,10,1.5
Lhermitte's sign,7,7,1.0
antibody study,6,6,1.0
Reason for Assessment,16,16,1.0
marital history,2,2,1.0
conference meeting,37,35,1.0571428571428572
MoCA score,20,16,1.25
Conference note,4,3,1.3333333333333333
skull bone,6,6,1.0
Herniated disk,12,10,1.2
chem 7,37,30,1.2333333333333334
alteration of consciousness,12,11,1.0909090909090908
right frontal headache,12,10,1.2
hypoxic encephalopathy,6,4,1.5
loss of postural tone,5,5,1.0
UNCONTROLLED HYPERTENSION,4,4,1.0
Exostosis of skull,1,1,1.0
recurrent herpes simplex,11,6,1.8333333333333333
TUMOR STAGING,2,1,2.0
biopsy of vocal cord,2,2,1.0
esophageal irritation,20,17,1.1764705882352942
giant cell tumor,36,23,1.565217391304348
Alzheimers dementia,43,20,2.15
done identified,1,1,1.0
normal colon,68,57,1.1929824561403508
cys,6,6,1.0
right temporal lobe,130,42,3.0952380952380953
T10 dermatome,9,8,1.125
left side neck,14,12,1.1666666666666667
Ruptured aneurysm of aorta,2,1,2.0
Endophytic,13,8,1.625
Chief Complaint(s,21,14,1.5
Recurrent Hernia,11,9,1.2222222222222223
partial examination,1,1,1.0
Macular Pigment,40,25,1.6
THUMB AMPUTATION,10,5,2.0
10 to 19 minutes,4,4,1.0
Benign nerve sheath tumor,1,1,1.0
Nerve sheath tumor,4,2,2.0
neurofibromatosis,41,24,1.7083333333333333
sphenoid sinusotomy,27,7,3.857142857142857
Pulmicort Respules,4,4,1.0
Hernia repairs,11,11,1.0
skin itch,7,7,1.0
Drug allergy,4,4,1.0
No parasites,2,2,1.0
Progress notes,17,16,1.0625
Transfer care,15,15,1.0
serosanguineous drainage from incision,5,5,1.0
diagnostic scan,11,10,1.1
no symptoms,27,27,1.0
metastatic follicular thyroid cancer,7,1,7.0
recurrent laryngeal nerves,36,25,1.44
nasopharyngoscope,34,27,1.2592592592592593
skin metastasis,4,4,1.0
METASTATIC CARCINOMA,5,4,1.25
laryngopharyngeal,15,11,1.3636363636363635
parathyroids,40,23,1.7391304347826086
occipitalis,7,5,1.4
lacrimal drainage,4,4,1.0
Ectropion repair,3,2,1.5
RECTUS MUSCLES,2,1,2.0
medial rectus,29,17,1.7058823529411764
lateral rectus,40,27,1.4814814814814814
history personal,2,2,1.0
Metastatic papillary thyroid carcinoma,15,6,2.5
CYP3A4 Inducers,2,2,1.0
stage IV follicular thyroid cancer,1,1,1.0
heterophile antibodies,4,2,2.0
occupation history,13,12,1.0833333333333333
antineoplastic drugs,1,1,1.0
fractures heal,13,13,1.0
mid back-,2,2,1.0
additional level,9,8,1.125
12 times per day,23,23,1.0
bladder neck stenosis,8,7,1.1428571428571428
febrile transfusion reaction,1,1,1.0
Nephrostomy site,15,15,1.0
examination of neck,23,19,1.2105263157894737
macrocalcification,23,17,1.3529411764705883
difference in location,1,1,1.0
normal absolute lymphocyte count,3,3,1.0
health physicals,7,7,1.0
blood type O+,1,1,1.0
ankle ligament,7,3,2.3333333333333335
Free T4 normal,5,5,1.0
Labile hypertension,32,25,1.28
Average home blood pressure,4,4,1.0
doing aerobic,15,14,1.0714285714285714
Hemoglobin A1,4,4,1.0
Gluten sensitivity,6,5,1.2
nerve network,1,1,1.0
financial insecurity,2,2,1.0
soleus muscle,21,20,1.05
PERIODONTIUM,2,2,1.0
Flap surgery,6,6,1.0
Community Oncology,40,20,2.0
hungry bone syndrome,1,1,1.0
pain anal,1,1,1.0
Localized dermatitis,4,4,1.0
Longitudinal melanonychia,2,2,1.0
Left thumb nail,10,4,2.5
Posterior Reversible Encephalopathy Syndrome,7,7,1.0
maxillary sinus polyp,8,8,1.0
excessive daytime slepiness,1,1,1.0
prick test,37,30,1.2333333333333334
Light Smoker,15,11,1.3636363636363635
either reactive,6,6,1.0
fixed lesion,5,5,1.0
rhythm ventricular,5,5,1.0
retina right eye,10,9,1.1111111111111112
Irradiation,26,18,1.4444444444444444
stereotactic radiation therapy,30,23,1.3043478260869565
contact radiation oncologist,3,3,1.0
BIOPSY MUSCLE,17,6,2.8333333333333335
digital ulcers,9,8,1.125
dermatomyositis,198,25,7.92
muscle biopsy,223,54,4.12962962962963
inflammatory exudate,13,7,1.8571428571428572
rimmed,31,27,1.1481481481481481
congophilic inclusions,4,3,1.3333333333333333
Quadriceps femoris,3,3,1.0
muscle inflammation,16,15,1.0666666666666667
physician agreed,3,3,1.0
diaphragmatic weakness,35,12,2.9166666666666665
Inclusion Body,24,5,4.8
Colo-rectal cancer,6,6,1.0
RECTAL CANCER,15,5,3.0
inspection of abdomen,14,14,1.0
gastro colic,2,2,1.0
Intravenous Anesthesia,3,3,1.0
0.9% sodium chloride,24,23,1.0434782608695652
myositis inclusion body,1,1,1.0
Residents,28,20,1.4
as ileostomy,1,1,1.0
pre-operative teaching,4,4,1.0
lumbar stenosis without neurogenic claudication,2,2,1.0
clavicular lymphadenopathy,26,26,1.0
stem cell harvest,4,4,1.0
intravenous immunoglobulin,11,7,1.5714285714285714
tissue expansion,5,4,1.25
low back pains,19,18,1.0555555555555556
xerosis cutis,2,2,1.0
Cutis,3,3,1.0
light chain level,11,10,1.1
normal chest xray,12,11,1.0909090909090908
feeling drunk,5,5,1.0
cutaneous cyst,4,4,1.0
eating more than usual,6,6,1.0
melatonin 3 MG,15,13,1.1538461538461537
MARROW,74,54,1.3703703703703705
patient  identification,9,9,1.0
wrist cyst,5,3,1.6666666666666667
vessel nerve,2,2,1.0
injury risks,8,7,1.1428571428571428
possible-,10,10,1.0
reentrant tachycardia,29,13,2.230769230769231
Chronic gastroesophageal reflux,13,8,1.625
cervical dysphagia,15,8,1.875
Abdominal Aortic Ectasia,17,9,1.8888888888888888
DEXAMETHASONE ORAL,6,3,2.0
large head,3,3,1.0
Videonystagmography,43,15,2.8666666666666667
computerized dynamic posturography,2,2,1.0
caloric testing,17,12,1.4166666666666667
Radiculopathy NOS,13,10,1.3
Breast biopsy,3,2,1.5
poppy,11,9,1.2222222222222223
pretesting,10,7,1.4285714285714286
cardiovascular evaluations,7,7,1.0
Motor Control Test,21,20,1.05
zenker diverticulum,2,2,1.0
EAC protocol,1,1,1.0
inferior constrictor,4,3,1.3333333333333333
contractions heart,1,1,1.0
spine procedure,26,24,1.0833333333333333
pain aggravated,19,18,1.0555555555555556
refer pain,10,9,1.1111111111111112
MYOCARDIAL PERFUSION,12,12,1.0
TOMOGRAM,5,5,1.0
Amoxicillin allergy,8,7,1.1428571428571428
CHALLENGE,22,12,1.8333333333333333
DESENSITIZATION,14,5,2.8
amoxicillin allergy,32,19,1.6842105263157894
femur length,5,4,1.25
Clavulanic Acid,3,3,1.0
Esophageal Motility Disorder,45,18,2.5
motor disorder,1,1,1.0
percutaneous nephrostolithotomy,6,5,1.2
removable upper dentures,1,1,1.0
Esophageal motility,9,8,1.125
SMELLS,2,2,1.0
FATIGUED,3,3,1.0
EASY,33,17,1.9411764705882353
menstruation,14,12,1.1666666666666667
right breast lump,21,10,2.1
breast nodule,9,6,1.5
COVID-19 antigen test,8,8,1.0
medical emergencies,25,24,1.0416666666666667
Bluish lips,23,22,1.0454545454545454
COVID-19 PCR test,26,17,1.5294117647058822
Claritin-D 12 Hour,7,7,1.0
possibles,1,1,1.0
ileoanal anastomosis,64,18,3.5555555555555554
Ileostomy present,8,6,1.3333333333333333
CT guided ablation,10,9,1.1111111111111112
wheezy cough,6,5,1.2
Whitefish,2,2,1.0
Novartis,136,30,4.533333333333333
halting speech,7,5,1.4
bilateral maxillary sinus tenderness,5,4,1.25
ileo-anal pouch,4,2,2.0
ureteral reconstruction,28,20,1.4
IOPAMIDOL,12,12,1.0
external ear exam,5,5,1.0
PATIENT CARE,8,7,1.1428571428571428
naproxen sodium 220 MG,1,1,1.0
predniSONE 5 MG,10,10,1.0
skin mottling,5,5,1.0
disease of lymph node,1,1,1.0
short-bowel syndrome,9,6,1.5
esophageal neoplasms,2,2,1.0
bone marrow depression,3,3,1.0
diabetes mellitus poorly controlled,3,3,1.0
Blood Glucose Control,3,2,1.5
Preventive Care,20,19,1.0526315789473684
foot normal,11,9,1.2222222222222223
ear reconstruction,6,5,1.2
PRS,14,9,1.5555555555555556
rosuvastatin 5 MG,4,4,1.0
ergocalciferol 1.25 MG,4,2,2.0
Nonsteroidal anti-inflammatory agents,1,1,1.0
pantoprazole 40 MG,8,7,1.1428571428571428
-procedure,8,7,1.1428571428571428
SUMAtriptan 50 mg oral tablet,2,2,1.0
numbness toes,1,1,1.0
MUCOUS CYST,1,1,1.0
Skin of hand,24,24,1.0
extensor compartment,120,50,2.4
Verruca,6,5,1.2
type of closure,6,6,1.0
release of trigger finger,4,4,1.0
deep heat,17,12,1.4166666666666667
scar tissue massage,5,5,1.0
skin blanching,3,3,1.0
coughing up sputum,32,30,1.0666666666666667
nasal mucus,24,23,1.0434782608695652
allergic to cats,16,15,1.0666666666666667
frontal sinus pain,14,9,1.5555555555555556
droplet transmission,1,1,1.0
adenocarcinoma of descending colon,2,1,2.0
rectal itch,2,2,1.0
Toradol IM,10,10,1.0
Endometrial,28,18,1.5555555555555556
antihistamine/decongestants,1,1,1.0
neoplasm of large intestine,1,1,1.0
Detrusor instability,12,11,1.0909090909090908
advair,76,46,1.6521739130434783
Anterior cervical lymphadenopathy,6,6,1.0
vaporization-,1,1,1.0
BLIND,4,4,1.0
stage III colon cancer,28,14,2.0
lymphadenopathy retroperitoneal,2,2,1.0
Frequent coughing,13,12,1.0833333333333333
viral pneumonitis,11,10,1.1
Coffee extract,1,1,1.0
infectious pneumonitis,19,14,1.3571428571428572
Mucous plugging,7,6,1.1666666666666667
hypertonic solution,10,7,1.4285714285714286
Bowel movement frequency,6,6,1.0
bronchial wash,16,8,2.0
mucomyst,22,12,1.8333333333333333
mucinous adeno,1,1,1.0
lung lobe,17,15,1.1333333333333333
Respiratory Tract,12,5,2.4
exposure to molds,3,2,1.5
Itraconazole,166,26,6.384615384615385
-Voriconazole,8,5,1.6
MEPRON,17,8,2.125
systemic fungal infection,2,1,2.0
diuretic treatment,12,11,1.0909090909090908
IL5,4,4,1.0
Total IgE,10,8,1.25
histoplasma antibody,2,2,1.0
eosinophilic pneumonia,76,14,5.428571428571429
bronchopulmonary aspergillosis,3,3,1.0
Aspergillus fumigatus IgE,6,3,2.0
bronchioalveolar lavage,7,7,1.0
finger clubbing,6,6,1.0
bronchiectases,8,8,1.0
support family,23,21,1.0952380952380953
percutaneous vertebral augmentation,1,1,1.0
Aspergillus IgG,5,5,1.0
RNA polymerase III,5,5,1.0
hematological disorder,11,9,1.2222222222222223
chronic myeloproliferative disorders,2,2,1.0
disaccharidase,14,11,1.2727272727272727
PROPANOLOL,1,1,1.0
feeling miserable,17,17,1.0
cramping diarrhea,3,3,1.0
Left posterior iliac crest,3,1,3.0
Nucleated red blood cells,2,2,1.0
Mutation Analysis,13,9,1.4444444444444444
kinase inhibitors,14,8,1.75
pneumonia aspergillus,1,1,1.0
avoid wheat,5,4,1.25
swelling of tonsils,7,7,1.0
cough persistent,5,5,1.0
Ruptured appendix,17,13,1.3076923076923077
periodontium,14,12,1.1666666666666667
eye exam visit,4,4,1.0
colonic fistula,14,8,1.75
hypoglycemic reaction,13,8,1.625
LASER THERAPY,6,4,1.5
age related cataracts,6,3,2.0
vasculitis limited to skin,1,1,1.0
Insulin Dependent Diabetes Mellitus,3,3,1.0
Ascending Aortic Aneurysm,32,22,1.4545454545454546
c-peptide,22,14,1.5714285714285714
fructosamine level,12,5,2.4
Macrovascular disease,4,3,1.3333333333333333
Enlarged Spleen,1,1,1.0
difficulty urinary,2,2,1.0
coral,18,16,1.125
Ankles swelling,1,1,1.0
black vomit,7,7,1.0
COE,17,8,2.125
back lump,1,1,1.0
Pregnenolone,3,2,1.5
Tribulus,4,3,1.3333333333333333
SAMe,18,9,2.0
Pomegranate,16,14,1.1428571428571428
dhea,50,28,1.7857142857142858
focus on wellness,6,6,1.0
snoring witnessed,9,9,1.0
pregnenolone,2,2,1.0
Repair Complex,1,1,1.0
"pregnenolone, micronized",1,1,1.0
pain in lower leg,12,12,1.0
CLOMID,16,8,2.0
borage,16,13,1.2307692307692308
Phosphodiesterase inhibitors,4,4,1.0
sensitizations,1,1,1.0
lesion mass,5,4,1.25
restriction of extraocular movements,2,1,2.0
nasal symptom,3,3,1.0
bilateral amblyopia,6,4,1.5
compressive optic neuropathy,9,5,1.8
optic tracts,3,3,1.0
routine examination,25,24,1.0416666666666667
Raised low density lipoprotein cholesterol,1,1,1.0
Never True,24,12,2.0
Virtussin AC,4,4,1.0
-Diagnostic,8,8,1.0
penile symptoms,3,3,1.0
irritation of penis,5,5,1.0
prostatic pain,7,7,1.0
papillary carcinomas,1,1,1.0
low iodine diet,14,8,1.75
Radioiodine,4,3,1.3333333333333333
iodine uptake,7,6,1.1666666666666667
endometriomas,1,1,1.0
ear pains,1,1,1.0
tentorium cerebelli,2,2,1.0
inguinal hernia right,5,4,1.25
hematological disorders,8,8,1.0
inguinal hernia left,5,4,1.25
CT of chest with contrast,2,2,1.0
preadministration procedures,3,3,1.0
Emotional Distress,44,41,1.0731707317073171
notifications,115,94,1.2234042553191489
docetaxol,24,19,1.263157894736842
medical records review,7,6,1.1666666666666667
foot left,13,13,1.0
Both upper and lower extremities,3,3,1.0
decreased hematocrit,4,4,1.0
Convulsive syncope,6,3,2.0
Vitamin B6,88,54,1.6296296296296295
DIAGNOSTIC STUDY,15,15,1.0
common procedure,8,7,1.1428571428571428
clotting factors,13,11,1.1818181818181819
hemolytic reaction,5,5,1.0
CriticalCare,1,1,1.0
drug infusion,4,4,1.0
normal angiogram,8,8,1.0
platinum-,1,1,1.0
Rapid desensitization,1,1,1.0
successful treatments,4,4,1.0
dental services,7,4,1.75
CT scan of cervical spine,4,4,1.0
Cannabis oil,3,2,1.5
progressive confusion,17,13,1.3076923076923077
gegenhalten,14,9,1.5555555555555556
etd,4,2,2.0
splenic findings,2,2,1.0
tisseel,21,9,2.3333333333333335
Optic disc cupping,1,1,1.0
"Hypercholesterolemia, mild",2,2,1.0
less than 1 cup,10,8,1.25
angle closure glaucoma,12,10,1.2
HEAD AND NECK SURGERY,16,14,1.1428571428571428
lower dentition,37,33,1.121212121212121
fluid diet,11,11,1.0
excessive oral intake,1,1,1.0
parenteral feeding,8,6,1.3333333333333333
left main stem,13,10,1.3
regurgitated,35,29,1.206896551724138
Nutrition services,8,8,1.0
sarcomatoid carcinoma,34,6,5.666666666666667
-Nutritional,3,3,1.0
Duane,17,10,1.7
Transformation,9,4,2.25
molar tooth,28,19,1.4736842105263157
ear repair,2,2,1.0
chemical burn,17,12,1.4166666666666667
Acute Otitis Media,4,4,1.0
Spondylitis,87,27,3.2222222222222223
MIDDLE EAR,12,8,1.5
TISSUE GRAFTS,3,1,3.0
motion of left elbow,14,14,1.0
facet joint hypertrophy,34,27,1.2592592592592593
C6 dermatome,11,9,1.2222222222222223
trh,14,13,1.0769230769230769
Collagenase Clostridium Histolyticum,10,10,1.0
Collagenase clostridium histolyticum,6,6,1.0
-Diabetes type,3,2,1.5
-non-smoker,1,1,1.0
-Peyronie,4,3,1.3333333333333333
MYDRIACYL,19,13,1.4615384615384615
telogen effluvium,8,6,1.3333333333333333
Alopecia areata,10,5,2.0
pharmacy services,12,10,1.2
heavy sweating,14,14,1.0
ASA 5,14,13,1.0769230769230769
"prostate cancer, stage II",12,9,1.3333333333333333
lymph node inflammation,1,1,1.0
cough nonproductive,10,10,1.0
H normal,1,1,1.0
computerized axial tomography,1,1,1.0
neck tremors,3,3,1.0
Left Breast,31,23,1.3478260869565217
2 saturation,1,1,1.0
ehrlichia,7,6,1.1666666666666667
rib abnormalities,5,5,1.0
NORMAL SINUS RHYTHM,56,52,1.0769230769230769
NORMAL ECG,54,52,1.0384615384615385
BIOPSY ASPIRATION,1,1,1.0
appearance of foot,7,7,1.0
equinus deformity,13,13,1.0
Intra-abdominal bleeding,1,1,1.0
ASCENDING AORTA,19,14,1.3571428571428572
ENLARGEMENT,5,4,1.25
MRA of chest,17,14,1.2142857142857142
Breast Adenocarcinoma,44,22,2.0
Aortic Insufficiency,10,7,1.4285714285714286
discolored urine,39,38,1.0263157894736843
backaches,9,7,1.2857142857142858
Laparoscopic adhesiolysis,10,7,1.4285714285714286
neck of humerus,6,6,1.0
HEMIARTHROPLASTY,12,6,2.0
pai,21,21,1.0
physical agent,10,9,1.1111111111111112
Care Goal,8,8,1.0
Larsen,56,29,1.9310344827586208
skin photosensitivity,6,6,1.0
cepacol lozenge,2,2,1.0
DISTENTION,8,8,1.0
gangrenous cholecystitis,36,16,2.25
inspection of gallbladder,1,1,1.0
buttock hematoma,6,4,1.5
Pyriform sinus,5,5,1.0
Left pyriform sinus,1,1,1.0
Paraform,1,1,1.0
Compensatory strategies,74,61,1.2131147540983607
surgical biopsy,60,46,1.3043478260869565
epipen,13,10,1.3
diastolic dimensions,4,3,1.3333333333333333
Bacillus cereus,2,2,1.0
Lingua,9,7,1.2857142857142858
bite infection,1,1,1.0
infection site,9,9,1.0
Multi-Day,6,6,1.0
Testosterone 17,1,1,1.0
Hydrocortisone/,2,1,2.0
elbow wrist,69,58,1.1896551724137931
hand splint,39,29,1.3448275862068966
hand digit,8,8,1.0
left-sided hemiplegia,15,8,1.875
voice tremor,21,14,1.5
anger outbursts,22,11,2.0
Anger outbursts,1,1,1.0
clear airways,3,3,1.0
Slow Fe,3,3,1.0
Chronic Rhinitis,21,19,1.105263157894737
L-methyl folate,9,2,4.5
abt,17,16,1.0625
Methylfolate,14,10,1.4
Abdominal distention and pain,3,3,1.0
Small Intestinal Obstruction,7,5,1.4
aciphex,12,7,1.7142857142857142
loss of central vision,3,3,1.0
hyperactive airway disease,5,4,1.25
NSR on ECG,9,7,1.2857142857142858
ZYGOMA,1,1,1.0
skin aging,8,8,1.0
ICaps MV,1,1,1.0
LORazepam 1 mg oral tablet,12,8,1.5
VITAMIN D DEFICIENCY,11,10,1.1
Inner Ear,5,3,1.6666666666666667
Generalized dryness,25,25,1.0
Mucinex D,30,18,1.6666666666666667
Balance lens,3,2,1.5
balance lens,3,2,1.5
chest region,34,31,1.096774193548387
Ocular surgery,7,5,1.4
RYTHMOL,48,22,2.1818181818181817
irregular palpitations,8,7,1.1428571428571428
anesthesia procedures,5,5,1.0
Epidermal Inclusion Cyst,22,19,1.1578947368421053
recent immunizations,9,9,1.0
1 1/2 hr,6,5,1.2
number of awakenings,10,10,1.0
eylea,14,6,2.3333333333333335
lymphatic obstruction,24,18,1.3333333333333333
complication of treatment,7,7,1.0
solifenacin 5 mg oral tablet,2,1,2.0
Keel,9,9,1.0
scales on scalp,2,2,1.0
weeping wounds,9,9,1.0
nocturnal erection,17,14,1.2142857142857142
benign dermatofibroma,9,8,1.125
LYSIS,21,17,1.2352941176470589
penicillin v potassium,12,8,1.5
skin abnormal,2,2,1.0
compound heterozygous,6,5,1.2
Bayer Low Dose,12,8,1.5
mHealth,6,4,1.5
Compound heterozygous,1,1,1.0
Uroxatrol,13,12,1.0833333333333333
kenalog 40,11,9,1.2222222222222223
TONSILLECTOMY WITH ADENOIDECTOMY,6,5,1.2
papule on right helix,6,6,1.0
bacterial sepsis,7,7,1.0
cytomel,7,7,1.0
RIGHT ARM,31,23,1.3478260869565217
parkinsonian gait,15,11,1.3636363636363635
neurologic functioning,8,7,1.1428571428571428
hydration-,4,4,1.0
Third-degree heart block,7,5,1.4
Cognitive Training,11,9,1.2222222222222223
Convergence Insufficiency,13,6,2.1666666666666665
MANDIBLE OSTEOTOMY,1,1,1.0
Inverted urothelial papilloma,1,1,1.0
infrequent urination,8,8,1.0
-Reactive,2,2,1.0
3rd ventricle,46,16,2.875
sensory integration,12,6,2.0
STEPPING,3,2,1.5
grade I internal hemorrhoids,3,3,1.0
Brock,48,25,1.92
One plus,8,8,1.0
hydrocortisone ointment,52,41,1.2682926829268293
convergence insufficiency,28,16,1.75
convergence insufficiency--,1,1,1.0
home exercises--,1,1,1.0
Soft tissue contusion,1,1,1.0
aortic valvuloplasty,5,4,1.25
cardiac pacing,14,14,1.0
colonic transit,27,17,1.588235294117647
irrigation-,2,2,1.0
elliptocytosis,13,5,2.6
colonic angiodysplasia,3,3,1.0
angiectasia,62,32,1.9375
Repatha SureClick,35,26,1.3461538461538463
Midface,15,13,1.1538461538461537
dysdiadochokinesia on left,1,1,1.0
repatha,32,19,1.6842105263157894
Complete hemianopia,33,32,1.03125
posture control,7,7,1.0
Mild ataxia,13,13,1.0
L toes,10,7,1.4285714285714286
blood cell morphology,2,2,1.0
Medical transport,2,2,1.0
Volume overloaded,12,6,2.0
free T3,32,24,1.3333333333333333
paratonia,27,18,1.5
encephalopathies,3,3,1.0
supratentorial brain,6,5,1.2
Vitamin D low,6,5,1.2
